Date,Time,Consumption,Fuel Oil,Coal,Gas,Nuclear,Wind,Solar,Hydraulic,Pump,Bioenergy
2020-12-01,00:00,65553,200,670,7866,46669,6026,0,4681,-746,829
2020-12-01,00:15,64904,190,791,8054,47268,6221,0,5308,-747,834
2020-12-01,00:30,63475,190,706,7814,46896,6427,0,4600,-749,837
2020-12-01,00:45,61626,177,702,7818,46886,6450,0,4316,-1470,838
2020-12-01,01:00,61322,176,663,7606,46674,6587,0,4095,-1484,838
2020-12-01,01:15,61941,177,737,7775,46986,6581,0,4258,-1487,838
2020-12-01,01:30,61313,177,720,7719,46872,6740,0,4098,-1477,839
2020-12-01,01:45,61206,177,721,7729,46748,6931,0,3774,-1567,842
2020-12-01,02:00,61125,177,699,7589,46705,6978,0,3717,-1557,839
2020-12-01,02:15,60990,177,727,7392,46788,6941,0,3657,-1559,840
2020-12-01,02:30,60125,176,708,7318,46731,7021,0,3593,-2043,839
2020-12-01,02:45,59236,177,697,7272,46714,7107,0,3421,-2476,838
2020-12-01,03:00,58506,176,672,7165,46581,7016,0,3451,-2515,838
2020-12-01,03:15,57971,177,714,7324,46758,6978,0,3424,-2465,837
2020-12-01,03:30,57516,177,716,7335,46826,6805,0,3457,-2768,837
2020-12-01,03:45,57119,177,719,7088,46848,6829,0,3469,-3059,838
2020-12-01,04:00,56934,177,718,7092,46867,6823,0,3444,-3227,840
2020-12-01,04:15,57022,177,712,6962,46888,6822,0,3516,-3050,839
2020-12-01,04:30,56574,177,715,6877,46987,6875,0,3562,-3045,835
2020-12-01,04:45,56645,177,717,7136,46962,6848,0,3561,-3161,841
2020-12-01,05:00,57227,177,720,7099,46862,6871,0,3580,-3398,840
2020-12-01,05:15,58733,177,699,7056,46907,7028,0,3637,-3395,839
2020-12-01,05:30,59198,177,713,7082,46987,7080,0,3712,-3392,839
2020-12-01,05:45,60028,177,731,7199,47161,7145,0,4063,-3362,838
2020-12-01,06:00,61048,177,775,7361,47076,7113,0,4355,-3376,839
2020-12-01,06:15,63330,177,712,7586,47075,7063,0,4688,-2265,838
2020-12-01,06:30,64406,177,699,7717,46981,7046,0,4939,-993,839
2020-12-01,06:45,65643,177,768,7740,47045,6990,0,5417,0,836
2020-12-01,07:00,67539,177,836,7734,47002,7081,0,5859,0,837
2020-12-01,07:15,69054,177,865,8342,47084,7105,0,6182,0,836
2020-12-01,07:30,70628,177,905,8363,47079,7118,0,7414,0,837
2020-12-01,07:45,71021,177,896,8458,47095,7169,0,8052,-40,835
2020-12-01,08:00,71766,175,916,8409,47021,7245,150,8312,-47,831
2020-12-01,08:15,72035,177,881,8478,47049,7238,156,8516,-55,838
2020-12-01,08:30,72120,177,883,8450,47021,7125,173,8668,-55,834
2020-12-01,08:45,72314,177,936,8542,46853,7025,199,8673,-55,833
2020-12-01,09:00,72444,177,1013,8585,46764,7014,225,9232,-55,835
2020-12-01,09:15,72747,177,1041,8607,46697,6958,315,10584,-55,837
2020-12-01,09:30,72881,177,1042,8646,46623,6904,439,10683,-51,828
2020-12-01,09:45,72704,177,1074,8614,46478,6744,531,11052,0,833
2020-12-01,10:00,72435,177,1091,8639,46442,6778,682,10993,0,830
2020-12-01,10:15,72511,177,1119,8567,46362,6679,827,11119,0,832
2020-12-01,10:30,72132,177,1144,8608,46314,6603,962,11037,0,835
2020-12-01,10:45,72389,177,1221,8566,46322,6637,1046,11119,-1,832
2020-12-01,11:00,72297,176,1275,8599,46289,6613,1181,10947,-1,836
2020-12-01,11:15,72305,177,1346,8575,46309,6681,1323,10467,-1,836
2020-12-01,11:30,72367,177,1430,8569,46308,6838,1435,10412,-1,836
2020-12-01,11:45,72601,177,1444,8589,46323,7065,1464,10202,-1,831
2020-12-01,12:00,73007,177,1449,8612,46343,7194,1568,10339,-1,833
2020-12-01,12:15,73145,177,1494,8648,46429,7299,1527,9949,0,831
2020-12-01,12:30,73249,177,1474,8572,46390,7242,1534,10306,0,832
2020-12-01,12:45,73581,177,1504,8598,46391,7285,1613,10377,0,835
2020-12-01,13:00,72818,177,1474,8531,46365,7271,1760,10515,0,832
2020-12-01,13:15,72252,177,1507,8564,46434,7141,1708,11027,-1,832
2020-12-01,13:30,71726,177,1509,8533,46399,7102,1763,10662,0,839
2020-12-01,13:45,71639,177,1510,8622,46401,7093,1673,10354,0,835
2020-12-01,14:00,71080,176,1476,8603,46345,7143,1663,9783,0,834
2020-12-01,14:15,70722,177,1506,8562,46378,6973,1644,9991,0,837
2020-12-01,14:30,69933,177,1482,8532,46355,6802,1467,9860,0,837
2020-12-01,14:45,69540,177,1512,8569,46403,6897,1354,9410,0,835
2020-12-01,15:00,69172,177,1501,8644,46372,6905,1318,9094,-1,863
2020-12-01,15:15,68813,177,1509,8522,46341,6842,1142,8811,0,837
2020-12-01,15:30,68642,177,1513,8522,46320,6781,968,8849,0,836
2020-12-01,15:45,68623,177,1511,8546,46327,6788,751,9250,0,833
2020-12-01,16:00,68530,177,1453,8621,46348,6662,605,9601,0,830
2020-12-01,16:15,68287,177,1400,8524,46339,6446,458,9541,0,830
2020-12-01,16:30,68571,177,1474,8563,46340,6483,326,10428,0,829
2020-12-01,16:45,68845,177,1437,8579,46345,6327,247,11324,0,827
2020-12-01,17:00,69893,177,1487,8523,46343,6198,183,11942,0,828
2020-12-01,17:15,70430,177,1416,8495,46342,6211,173,11940,-1,828
2020-12-01,17:30,71505,177,1476,8514,46366,6205,160,12602,0,827
2020-12-01,17:45,72328,177,1527,8476,46299,6163,0,14239,0,824
2020-12-01,18:00,72781,178,1478,8470,46330,6099,0,14027,-1,826
2020-12-01,18:15,72955,178,1506,8628,46304,6125,0,13344,-1,823
2020-12-01,18:30,73808,177,1528,8619,46400,6207,0,13544,0,828
2020-12-01,18:45,74554,177,1536,8681,46401,6295,0,13941,-1,831
2020-12-01,19:00,75096,177,1541,8608,46430,6253,0,14580,-1,828
2020-12-01,19:15,74800,176,1574,8639,46403,6284,0,14547,0,827
2020-12-01,19:30,73946,176,1552,8649,46409,6255,0,14007,-1,825
2020-12-01,19:45,72623,176,1516,8634,46422,6322,0,12817,0,828
2020-12-01,20:00,71939,177,1540,8538,46442,6350,0,11855,-27,826
2020-12-01,20:15,70581,177,1554,8568,46417,6425,0,10922,-49,827
2020-12-01,20:30,69419,177,1490,8631,46454,6447,0,10047,-53,829
2020-12-01,20:45,68141,177,1270,8396,46450,6483,0,8914,-53,829
2020-12-01,21:00,67108,177,1253,8284,46200,6464,0,8524,-55,834
2020-12-01,21:15,66546,177,1489,8320,46345,6426,0,7980,-56,833
2020-12-01,21:30,65562,176,1408,8317,46271,6495,0,6995,-55,830
2020-12-01,21:45,64756,176,1386,8251,46278,6632,0,6402,-131,831
2020-12-01,22:00,64322,175,1255,8143,46166,6539,0,5670,-90,832
2020-12-01,22:15,64366,176,1374,8284,46198,6308,0,5469,-250,829
2020-12-01,22:30,64692,176,1374,8245,46100,6202,0,5635,-251,829
2020-12-01,22:45,66764,177,1376,8141,46079,6209,0,6142,-173,832
2020-12-01,23:00,66324,176,1379,8136,46136,6222,0,6007,-174,831
2020-12-01,23:15,66047,176,1380,8060,46114,6142,0,5644,-172,833
2020-12-01,23:30,65682,176,1340,7932,46014,6084,0,5032,-172,831
2020-12-01,23:45,66068,178,1372,8014,46136,5971,0,5024,-251,828
2020-12-02,00:00,64999,178,1252,7847,45960,5905,0,4801,-250,827
2020-12-02,00:15,65144,177,1446,8049,46223,5907,0,5341,-248,830
2020-12-02,00:30,63599,176,1340,7892,46031,5778,0,5010,-262,830
2020-12-02,00:45,62100,175,1194,7638,45949,5718,0,4563,-579,830
2020-12-02,01:00,61548,176,1096,7639,45978,5656,0,4535,-739,833
2020-12-02,01:15,62349,177,1260,7945,46238,5554,0,5033,-667,834
2020-12-02,01:30,62104,177,1255,7887,46105,5423,0,4979,-894,832
2020-12-02,01:45,62071,175,1273,7846,45980,5322,0,4819,-947,836
2020-12-02,02:00,61491,175,1214,7792,45932,5215,0,4696,-945,844
2020-12-02,02:15,61863,176,1340,8004,46205,4887,0,4940,-938,852
2020-12-02,02:30,60764,176,1229,7811,45939,4738,0,4743,-1231,852
2020-12-02,02:45,59888,176,1213,7831,45962,4574,0,4789,-1337,850
2020-12-02,03:00,59412,177,1178,7773,45966,4562,0,4782,-1336,853
2020-12-02,03:15,58965,177,1221,7792,46061,4482,0,4851,-1438,853
2020-12-02,03:30,58237,177,1254,7885,46084,4355,0,4819,-2050,855
2020-12-02,03:45,57640,177,1305,7948,46246,4210,0,4708,-2049,854
2020-12-02,04:00,57706,177,1315,7990,46245,4156,0,4791,-2373,852
2020-12-02,04:15,57736,177,1343,7841,46301,4165,0,4756,-2132,856
2020-12-02,04:30,57526,177,1332,7884,46238,4112,0,4618,-2130,853
2020-12-02,04:45,57502,177,1346,7856,46202,4072,0,4675,-1726,856
2020-12-02,05:00,58228,177,1240,7811,45931,4026,0,4568,-1726,858
2020-12-02,05:15,59483,176,1293,7811,45940,3987,0,4787,-1723,859
2020-12-02,05:30,59794,177,1376,7929,46118,3884,0,4965,-826,859
2020-12-02,05:45,60822,177,1443,7940,46238,3760,0,5265,-330,851
2020-12-02,06:00,61621,176,1445,7781,46035,3683,0,5291,-332,857
2020-12-02,06:15,64040,177,1336,8089,46029,3611,0,5810,-330,849
2020-12-02,06:30,65129,176,1373,8073,46063,3610,0,6802,-329,847
2020-12-02,06:45,66464,177,1517,8181,46209,3535,0,8235,0,850
2020-12-02,07:00,67966,175,1551,8244,46236,3306,0,9910,0,851
2020-12-02,07:15,69432,176,1530,8777,46363,3232,0,11016,0,850
2020-12-02,07:30,70299,177,1544,8798,46320,3143,0,11539,-1,853
2020-12-02,07:45,71195,177,1565,8892,46355,3053,0,12575,0,854
2020-12-02,08:00,72143,177,1573,8893,46279,3007,153,13531,-1,854
2020-12-02,08:15,72408,178,1533,8993,46257,2896,178,13578,-12,854
2020-12-02,08:30,72900,178,1577,9105,46323,2833,209,14195,-45,849
2020-12-02,08:45,73063,178,1565,9099,46342,2724,260,14485,-52,853
2020-12-02,09:00,73597,178,1584,9160,46340,2642,358,15050,-52,852
2020-12-02,09:15,73584,174,1583,9225,46367,2583,525,15312,-53,850
2020-12-02,09:30,73742,309,1583,9194,46427,2495,679,15420,-52,851
2020-12-02,09:45,73585,310,1569,9172,46356,2435,871,15234,-53,855
2020-12-02,10:00,73297,308,1553,9237,46351,2280,1128,15009,-54,854
2020-12-02,10:15,73357,311,1526,9156,46380,2186,1315,14976,0,856
2020-12-02,10:30,73388,310,1512,9122,46386,2118,1638,14691,0,857
2020-12-02,10:45,73365,312,1508,9136,46356,2093,1827,14520,-1,854
2020-12-02,11:00,73267,308,1514,9187,46387,2064,1989,14316,0,854
2020-12-02,11:15,73379,311,1551,9167,46414,1951,2182,14817,0,851
2020-12-02,11:30,74120,310,1553,9153,46389,1941,2303,14798,0,850
2020-12-02,11:45,74509,310,1568,9221,46415,1910,2407,15042,-1,856
2020-12-02,12:00,74888,325,1538,9205,46402,1937,2364,15392,0,854
2020-12-02,12:15,74974,420,1556,9145,46467,1972,2320,15012,0,856
2020-12-02,12:30,75080,775,1565,9125,46485,1921,2391,15041,0,853
2020-12-02,12:45,75776,1014,1563,9207,46504,1912,2322,15066,0,860
2020-12-02,13:00,75067,1013,1488,9176,46492,1891,2390,14825,-1,860
2020-12-02,13:15,74041,1080,1544,9136,46485,1866,2280,14585,0,859
2020-12-02,13:30,73533,1078,1538,9163,46497,1779,2240,14466,0,860
2020-12-02,13:45,73413,1082,1540,9204,46540,1775,2199,14184,0,858
2020-12-02,14:00,72962,1081,1540,9193,46482,1748,2135,14194,0,858
2020-12-02,14:15,72265,1084,1558,9199,46505,1788,2023,14197,-1,858
2020-12-02,14:30,71053,1081,1475,9171,46523,1835,1824,13515,0,854
2020-12-02,14:45,70148,1087,1462,9152,46483,1836,1596,13430,0,851
2020-12-02,15:00,69914,1081,1384,9081,46483,1844,1488,13320,-1,849
2020-12-02,15:15,70068,1085,1356,8989,46477,1860,1260,13578,-1,849
2020-12-02,15:30,69804,1088,1402,9098,46491,1870,1083,13857,0,847
2020-12-02,15:45,70402,1089,1467,9065,46510,1902,834,14141,-1,850
2020-12-02,16:00,70562,1127,1513,9076,46516,1984,668,14317,0,853
2020-12-02,16:15,70431,1274,1467,8945,46499,1989,505,14378,0,858
2020-12-02,16:30,70364,1266,1461,8996,46368,2012,361,14287,-1,858
2020-12-02,16:45,70634,1267,1539,9157,46014,1988,255,14868,0,859
2020-12-02,17:00,71382,1267,1556,9145,45723,2006,180,13936,0,857
2020-12-02,17:15,71880,1266,1466,8961,45621,1967,168,12608,-1,854
2020-12-02,17:30,72918,1269,1511,8996,45586,1935,156,12908,0,857
2020-12-02,17:45,73361,1271,1461,8962,45578,1969,0,13410,0,857
2020-12-02,18:00,73989,1267,1451,8973,45600,1962,0,13643,0,858
2020-12-02,18:15,74245,1115,1374,8932,45589,1999,0,13319,0,859
2020-12-02,18:30,75168,846,1465,9076,45601,1974,0,13842,-1,858
2020-12-02,18:45,75891,474,1467,9060,45626,1977,0,14220,0,854
2020-12-02,19:00,76409,416,1477,9048,45618,1990,0,15150,0,854
2020-12-02,19:15,76111,292,1533,9191,45620,1986,0,15724,0,858
2020-12-02,19:30,75277,291,1440,9072,45620,2019,0,15121,0,856
2020-12-02,19:45,74058,176,1366,8931,45615,2045,0,13944,-1,857
2020-12-02,20:00,72887,175,1364,8914,45636,2058,0,13650,0,859
2020-12-02,20:15,71400,176,1472,8564,45638,2125,0,13614,0,856
2020-12-02,20:30,70069,176,1436,8387,45638,2180,0,12474,0,859
2020-12-02,20:45,69228,177,1460,8408,45640,2256,0,10287,-31,857
2020-12-02,21:00,67625,176,1486,8387,45573,2291,0,9316,-45,859
2020-12-02,21:15,67084,176,1607,8439,45581,2332,0,9178,-49,862
2020-12-02,21:30,65747,175,1623,8359,45579,2351,0,8043,-49,863
2020-12-02,21:45,64923,176,1595,8290,45453,2393,0,7480,-55,861
2020-12-02,22:00,64542,175,1377,8188,45458,2433,0,6632,-56,859
2020-12-02,22:15,64501,177,1367,8135,45302,2527,0,6262,-485,858
2020-12-02,22:30,65186,177,1287,8092,45304,2605,0,6277,-430,861
2020-12-02,22:45,67249,177,1439,8250,45370,2664,0,6730,-430,858
2020-12-02,23:00,66705,177,1462,8218,45288,2743,0,6580,-430,855
2020-12-02,23:15,66306,177,1471,8110,45335,2804,0,5887,-430,858
2020-12-02,23:30,66243,176,1404,8102,45313,2843,0,5910,-430,858
2020-12-02,23:45,66298,175,1314,8218,45234,2894,0,5757,-430,859
2020-12-03,00:00,65498,176,1293,8179,45327,2904,0,5938,-6,861
2020-12-03,00:15,64890,176,1489,8351,45591,2970,0,6707,-181,861
2020-12-03,00:30,63662,177,1368,8123,45465,3019,0,5882,-182,863
2020-12-03,00:45,62000,176,1347,8061,45423,3028,0,5035,-358,859
2020-12-03,01:00,61596,177,1324,7991,45449,3104,0,4844,-356,864
2020-12-03,01:15,62478,176,1397,8216,45524,3140,0,5308,-370,861
2020-12-03,01:30,61832,177,1095,8199,45527,3203,0,4944,-369,864
2020-12-03,01:45,62010,177,1086,8214,45472,3303,0,4602,-194,864
2020-12-03,02:00,61382,177,1054,8136,45476,3350,0,4389,-194,860
2020-12-03,02:15,61734,177,1167,8276,45562,3368,0,4678,-403,861
2020-12-03,02:30,60688,177,1043,8150,45446,3411,0,4291,-403,864
2020-12-03,02:45,59877,177,962,8138,45493,3430,0,4274,-1093,864
2020-12-03,03:00,58896,177,867,8016,45453,3356,0,4081,-1102,862
2020-12-03,03:15,58839,177,972,8165,45514,3364,0,4390,-1086,863
2020-12-03,03:30,58031,177,897,8033,45488,3373,0,4168,-1152,861
2020-12-03,03:45,57429,177,840,8003,45474,3327,0,4070,-1201,862
2020-12-03,04:00,57043,177,736,7919,45441,3337,0,4089,-1202,861
2020-12-03,04:15,57060,176,733,7960,45467,3401,0,4140,-1202,867
2020-12-03,04:30,56751,177,734,7931,45509,3518,0,4146,-1199,871
2020-12-03,04:45,57116,176,733,7911,45483,3577,0,4153,-1201,873
2020-12-03,05:00,57672,176,722,7815,45483,3598,0,4105,-1201,874
2020-12-03,05:15,58795,177,691,7841,45470,3648,0,4074,-1198,874
2020-12-03,05:30,59365,177,742,7979,45542,3725,0,4431,-1197,872
2020-12-03,05:45,60023,177,797,7993,45517,3702,0,4603,-1070,871
2020-12-03,06:00,60919,177,861,8037,45498,3624,0,4902,-1065,872
2020-12-03,06:15,63308,177,987,8174,45518,3658,0,5467,-1062,865
2020-12-03,06:30,64516,177,1099,8245,45526,3752,0,5764,-718,870
2020-12-03,06:45,65882,177,1187,8438,45608,3815,0,7511,-640,872
2020-12-03,07:00,67576,177,1213,8490,45572,3916,0,7672,-640,873
2020-12-03,07:15,68902,177,1212,8340,45567,3985,0,8032,-640,876
2020-12-03,07:30,69837,177,1206,8488,45578,4057,0,8713,-640,871
2020-12-03,07:45,70934,177,1202,8351,45436,4206,0,9798,0,876
2020-12-03,08:00,71411,177,1201,8441,45424,4310,154,10484,-1,875
2020-12-03,08:15,71870,177,1199,8579,45438,4476,173,12024,0,872
2020-12-03,08:30,71868,177,1191,8485,45487,4619,215,12095,0,873
2020-12-03,08:45,72126,177,1123,8488,45490,4823,291,12239,-22,875
2020-12-03,09:00,72075,177,1163,8481,45483,4975,389,12137,-35,876
2020-12-03,09:15,72079,177,1197,8457,45489,5169,554,11060,-49,877
2020-12-03,09:30,71737,176,1164,8455,45488,5320,740,10717,-49,873
2020-12-03,09:45,72183,177,1025,8465,45478,5458,985,10758,-51,872
2020-12-03,10:00,71837,177,835,8476,45483,5587,1126,10801,-49,873
2020-12-03,10:15,71828,177,738,8473,45480,5701,1394,11412,-51,874
2020-12-03,10:30,71789,177,718,8469,45491,5827,1650,11320,-53,875
2020-12-03,10:45,71565,176,723,8463,45482,6006,1754,11216,0,875
2020-12-03,11:00,71691,175,680,8486,45458,6207,1936,10769,0,875
2020-12-03,11:15,71864,177,735,8540,45471,6398,1910,10560,0,874
2020-12-03,11:30,71946,176,717,8521,45432,6655,2063,10381,0,872
2020-12-03,11:45,72149,177,710,8541,45437,6904,2104,10300,0,873
2020-12-03,12:00,72532,177,719,8522,45455,7073,2226,10168,0,869
2020-12-03,12:15,72677,177,773,8484,45366,7333,2269,9971,0,874
2020-12-03,12:30,72826,176,714,8516,45378,7550,2266,10339,0,872
2020-12-03,12:45,73613,176,715,8498,45391,7795,2384,9990,0,869
2020-12-03,13:00,72939,177,724,8463,45374,8068,2229,10050,0,868
2020-12-03,13:15,72128,177,758,8399,45336,8180,2248,10083,0,868
2020-12-03,13:30,71234,176,714,8402,45303,8290,2189,9438,0,864
2020-12-03,13:45,70904,177,724,8354,45161,8608,2042,8892,0,868
2020-12-03,14:00,70546,177,699,8305,45154,8738,1971,8775,0,868
2020-12-03,14:15,70707,176,759,8382,45206,9094,1795,8701,-1,865
2020-12-03,14:30,69660,177,721,8430,45089,9133,1663,8353,-1,869
2020-12-03,14:45,69467,176,710,8362,45208,9386,1474,8201,0,869
2020-12-03,15:00,68954,176,662,8262,45203,9657,1286,7814,0,867
2020-12-03,15:15,69059,177,783,8405,45324,9905,1084,7322,0,867
2020-12-03,15:30,68875,177,797,8391,45272,10127,866,7454,0,868
2020-12-03,15:45,68570,177,699,8287,45231,10194,637,6805,0,867
2020-12-03,16:00,68461,177,706,8281,45228,10331,477,6697,0,862
2020-12-03,16:15,68682,177,804,8356,45283,10522,343,6897,-176,864
2020-12-03,16:30,68815,177,851,8286,45264,10493,262,6768,0,863
2020-12-03,16:45,68964,177,920,8219,45261,10596,211,6990,0,867
2020-12-03,17:00,69611,177,982,8291,45261,10815,171,6783,0,865
2020-12-03,17:15,70845,177,889,8281,45256,11013,159,6233,0,864
2020-12-03,17:30,71465,177,945,8267,45241,11035,153,6472,0,868
2020-12-03,17:45,71808,176,885,8310,45216,11152,0,6940,0,867
2020-12-03,18:00,72533,176,874,8383,45177,11139,0,7123,0,868
2020-12-03,18:15,72785,175,877,8320,45215,11261,0,7508,0,867
2020-12-03,18:30,73532,176,887,8308,45299,11418,0,7991,0,869
2020-12-03,18:45,74367,176,878,8367,45320,11574,0,8374,0,872
2020-12-03,19:00,74699,176,938,8467,45274,11541,0,9254,0,870
2020-12-03,19:15,74401,176,919,8387,45285,11572,0,9511,0,869
2020-12-03,19:30,73305,175,849,8314,45267,11680,0,8858,0,870
2020-12-03,19:45,72013,176,857,8252,45375,11640,0,7564,0,873
2020-12-03,20:00,71173,176,793,8211,45328,11668,0,7262,0,872
2020-12-03,20:15,69824,177,873,8243,45352,11553,0,6690,0,869
2020-12-03,20:30,68308,175,786,8164,45331,11640,0,5711,0,874
2020-12-03,20:45,67247,177,826,8010,45190,11534,0,4950,-155,874
2020-12-03,21:00,66305,176,776,7946,45154,11571,0,4819,-181,873
2020-12-03,21:15,65443,177,932,8120,45212,11505,0,4507,-191,875
2020-12-03,21:30,64419,176,913,8060,45123,11606,0,4369,-1283,875
2020-12-03,21:45,63677,175,785,8067,45056,11641,0,4106,-1457,872
2020-12-03,22:00,63242,176,648,7865,45047,11562,0,4017,-1458,872
2020-12-03,22:15,63122,176,679,7714,44877,11459,0,3844,-1542,872
2020-12-03,22:30,63725,176,733,7728,44816,11544,0,3779,-1545,869
2020-12-03,22:45,65575,176,976,8088,45158,11531,0,4246,-1368,869
2020-12-03,23:00,65053,175,982,7979,44770,11405,0,3816,-935,872
2020-12-03,23:15,64605,175,1017,7943,44723,11291,0,3708,-876,869
2020-12-03,23:30,64456,175,932,7851,44525,11350,0,3609,-878,867
2020-12-03,23:45,64698,175,961,7879,44415,11378,0,3608,-829,868
2020-12-04,00:00,63762,176,913,7723,44217,11467,0,3453,-829,869
2020-12-04,00:15,63315,176,1038,7195,44685,11392,0,3820,-907,871
2020-12-04,00:30,61763,176,1008,6553,44634,11466,0,3917,-1904,871
2020-12-04,00:45,60408,176,794,5884,44501,11524,0,3707,-1907,869
2020-12-04,01:00,59820,176,671,5679,44523,11406,0,3717,-2390,870
2020-12-04,01:15,60849,177,734,5577,44744,11569,0,3836,-2490,871
2020-12-04,01:30,60306,176,725,5617,44717,11583,0,3740,-2646,874
2020-12-04,01:45,60664,176,752,5706,44673,11612,0,3541,-2646,870
2020-12-04,02:00,59898,178,735,5646,44666,11530,0,3469,-2799,872
2020-12-04,02:15,60021,176,803,5712,44516,11508,0,3408,-2806,874
2020-12-04,02:30,59195,176,729,5643,43965,11564,0,3188,-2814,870
2020-12-04,02:45,58401,176,742,5363,43506,11531,0,3001,-3030,871
2020-12-04,03:00,57424,177,726,5175,43248,11342,0,2959,-3027,872
2020-12-04,03:15,57491,176,755,4958,43177,11380,0,2937,-3026,873
2020-12-04,03:30,56903,177,751,4931,42601,11328,0,2950,-3096,871
2020-12-04,03:45,56589,177,794,4929,42334,11251,0,3078,-3323,870
2020-12-04,04:00,56206,178,747,4866,42555,11237,0,3003,-3321,874
2020-12-04,04:15,56492,177,725,4897,42539,11228,0,3047,-3543,873
2020-12-04,04:30,56019,177,723,4869,42554,11041,0,3106,-3543,872
2020-12-04,04:45,56250,177,732,4838,42688,10997,0,3122,-3543,874
2020-12-04,05:00,56761,176,723,4904,42507,10916,0,3010,-3544,873
2020-12-04,05:15,58265,177,716,4925,42813,10960,0,3018,-3296,875
2020-12-04,05:30,58655,178,724,4865,43157,10841,0,3110,-3289,871
2020-12-04,05:45,59387,178,730,5003,43440,10684,0,3230,-2988,869
2020-12-04,06:00,60541,176,757,5141,43686,10617,0,3318,-2994,870
2020-12-04,06:15,62896,178,762,5775,44185,10437,0,4018,-2903,868
2020-12-04,06:30,63869,178,876,6474,44589,10240,0,4206,-2901,866
2020-12-04,06:45,65137,178,933,6771,44595,10051,0,4345,-1449,866
2020-12-04,07:00,66661,177,972,7004,44780,9881,0,4893,-969,865
2020-12-04,07:15,68300,176,918,6924,44303,9788,0,5753,-6,865
2020-12-04,07:30,69338,178,1017,6980,44630,9557,0,6388,-6,866
2020-12-04,07:45,70335,178,1057,7124,44885,9401,0,7196,-6,868
2020-12-04,08:00,70941,178,1062,7127,44865,8927,133,7277,-7,869
2020-12-04,08:15,71295,178,1049,7039,44996,8613,156,6730,-6,862
2020-12-04,08:30,71484,178,1039,7042,45001,8601,172,6906,-6,865
2020-12-04,08:45,71706,178,1039,7100,45134,8438,188,7199,-6,865
2020-12-04,09:00,71931,177,1053,7079,45160,8177,232,7517,-6,865
2020-12-04,09:15,72076,177,1108,7058,45202,7929,297,8246,-30,864
2020-12-04,09:30,72221,178,1129,7102,45248,7706,377,8659,-49,863
2020-12-04,09:45,72126,176,1133,7191,45288,7518,478,8922,-53,864
2020-12-04,10:00,72060,176,1141,7158,45252,7391,698,9167,-51,861
2020-12-04,10:15,72494,177,1141,7132,45284,7270,810,10231,-55,864
2020-12-04,10:30,71702,177,1143,7169,45251,6808,944,9917,-55,867
2020-12-04,10:45,71746,177,1140,7173,45305,6674,1027,9894,-55,868
2020-12-04,11:00,71778,178,1143,7156,45264,6619,1239,9614,-55,863
2020-12-04,11:15,72068,178,1139,7113,45287,6556,1295,8924,-53,862
2020-12-04,11:30,71913,177,1142,7122,45308,6608,1525,8507,-6,867
2020-12-04,11:45,72345,177,1140,7116,45333,6457,1531,8852,0,866
2020-12-04,12:00,72899,177,1137,7116,45264,6598,1616,9502,0,871
2020-12-04,12:15,72988,176,1107,7103,45287,6572,1574,10189,0,867
2020-12-04,12:30,73088,176,1077,7159,45305,6275,1522,10576,-1,872
2020-12-04,12:45,73538,178,1096,7141,45302,6171,1506,10856,-1,867
2020-12-04,13:00,72766,176,1081,7099,45307,6003,1494,10744,0,868
2020-12-04,13:15,72271,177,1130,7128,45305,6053,1573,10748,0,869
2020-12-04,13:30,71460,177,1132,7113,45328,5811,1568,10033,0,870
2020-12-04,13:45,70805,177,1136,6947,45349,5518,1410,10022,0,872
2020-12-04,14:00,70449,177,1137,6933,44445,5401,1289,9948,0,869
2020-12-04,14:15,70251,177,1114,7135,44439,5292,1249,9727,0,866
2020-12-04,14:30,69445,176,1111,7000,44342,5133,1141,9476,0,865
2020-12-04,14:45,69032,178,1114,7026,44291,5130,964,9355,-1,863
2020-12-04,15:00,68598,177,1111,7015,44310,5151,894,8762,0,864
2020-12-04,15:15,68329,178,1141,7110,44362,5068,835,8187,0,869
2020-12-04,15:30,68425,178,1140,7151,44400,5170,857,8336,-1,864
2020-12-04,15:45,68035,178,1141,7249,44380,5125,668,8242,0,865
2020-12-04,16:00,67874,178,1143,7193,44410,4919,525,8038,0,866
2020-12-04,16:15,67458,177,1146,7158,44452,4621,394,7867,0,863
2020-12-04,16:30,67481,177,1144,7159,44486,4691,304,7933,0,864
2020-12-04,16:45,67967,178,1142,7425,44526,4685,230,8560,0,868
2020-12-04,17:00,68764,177,1141,7500,44473,4703,180,9060,-1,867
2020-12-04,17:15,69837,177,1199,7499,44528,4647,169,9405,0,862
2020-12-04,17:30,71143,176,1207,7522,44510,4470,161,11239,0,865
2020-12-04,17:45,71676,178,1213,7528,44465,4349,0,11895,0,865
2020-12-04,18:00,71884,176,1210,7559,44424,4390,0,12172,0,863
2020-12-04,18:15,72203,178,1210,7558,44459,4461,0,11764,0,866
2020-12-04,18:30,72587,176,1204,7570,44472,4592,0,11996,-1,863
2020-12-04,18:45,73197,178,1136,7580,44504,4710,0,12442,-1,868
2020-12-04,19:00,73699,178,1060,7588,44494,4690,0,12231,0,869
2020-12-04,19:15,73080,178,1169,7607,44531,4539,0,11802,0,867
2020-12-04,19:30,72308,176,1141,7616,44530,4498,0,11572,0,866
2020-12-04,19:45,71480,177,1056,7596,44527,4596,0,10988,-1,867
2020-12-04,20:00,71105,177,999,7546,44547,4676,0,10427,0,868
