Date,Time,Consumption,Prediction Day -1,Prediction Day,Fuel Oil,Coal,Gas,Nuclear,Wind,Solar,Hydraulic,Pump,Bioenergy,Physical exchange,CO2 rate,Exchange England,Exchange Spain,Exchange Italy,Exchange Switzerland,Exchange Germany-Belgium,Fuel – Gas turbine,Fuel – Cogeneration,Fuel – Other,Gas – Gas turbine,Gas – Cogeneration,Gas – CCGT,Gas – Other,Hydraulic – Ecluse,Hydaulic – Lakes,Hydraulic – Transfer Pump,Bioenergy – Waste,Bioenergy – Biomass,Bioenergy – Biogaz
2020-12-07,00:45,63119,63100,63600,178,684,6641,44779,1396,0,3562,-1776,865,6790,72,,,,,,1,26,151,-1,2928,3714,0,2447,1114,1,223,367,274
2020-12-07,01:00,62721,62300,62900,178,671,6566,44589,1366,0,3385,-1773,869,6870,72,-2000,2900,99,-1218,6466,1,26,151,-1,2927,3640,0,2432,952,1,227,367,274
2020-12-07,01:15,62886,62650,63150,179,695,6621,44649,1338,0,3313,-1560,866,6785,73,,,,,,2,26,151,-1,2930,3692,0,2399,913,1,225,366,274
2020-12-07,01:30,62541,63000,63400,177,678,6674,44395,1298,0,3210,-1429,872,6666,73,-2000,2900,99,-1218,6466,0,26,151,-1,2929,3746,0,2384,824,2,230,367,274
2020-12-07,01:45,62687,62850,63000,178,697,7035,44567,1293,0,2861,-1670,860,6866,76,,,,,,1,26,151,-1,2936,4100,0,2394,465,2,219,366,274
2020-12-07,02:00,62362,62700,62600,178,701,6979,44666,1249,0,2908,-1667,863,6485,76,-2000,2900,-180,-1419,6075,1,26,151,-1,2936,4044,0,2401,506,1,222,366,274
2020-12-07,02:15,62795,62250,62200,179,793,6765,45265,1242,0,3183,-1894,867,6395,75,,,,,,2,26,151,-1,2962,3804,0,2450,689,44,226,366,274
2020-12-07,02:30,61743,61800,61800,178,737,6749,44972,1230,0,2994,-1898,868,5913,75,-2000,2900,-180,-1419,6075,1,26,151,-2,2961,3790,0,2428,527,39,225,368,274
2020-12-07,02:45,61083,61050,61050,178,729,6619,44967,1195,0,2819,-2178,869,5885,75,,,,,,1,26,151,-1,2963,3657,0,2417,364,38,227,367,274
2020-12-07,03:00,60091,60300,60300,179,702,6407,44897,1143,0,2942,-2174,868,5127,73,-2000,2900,-335,-1523,5719,2,26,151,-1,2962,3446,0,2498,406,38,225,368,274
2020-12-07,03:15,59912,59900,59850,177,766,6295,44849,1104,0,3149,-2491,874,5189,73,,,,,,0,26,151,-1,2959,3337,0,2616,533,0,232,367,274
2020-12-07,03:30,59230,59500,59400,178,758,6266,44191,1083,0,3135,-2647,871,5395,74,-2000,2900,-335,-1523,5719,1,26,151,-1,2960,3307,0,2601,534,0,229,367,274
2020-12-07,03:45,58965,59050,58950,178,769,6342,44110,1083,0,2968,-2794,871,5438,75,,,,,,1,26,151,-1,2947,3396,0,2520,448,0,229,367,274
2020-12-07,04:00,58424,58600,58500,179,798,6661,43787,1092,0,2876,-2794,869,4956,79,-2000,2900,-501,-1558,6186,2,26,151,-1,2948,3714,0,2557,319,0,228,366,274
2020-12-07,04:15,58684,58650,58600,179,897,6784,43643,1118,0,2942,-2583,871,4833,81,,,,,,2,26,151,-1,2942,3843,0,2587,355,0,229,367,274
2020-12-07,04:30,58430,58700,58700,179,970,6719,43570,1123,0,2974,-2741,871,4765,82,-2000,2900,-501,-1558,6186,2,26,151,-1,2939,3781,0,2622,352,0,229,367,274
2020-12-07,04:45,58655,59000,58950,178,1054,6917,43293,1133,0,3102,-2516,876,4618,85,,,,,,1,26,151,-1,2942,3976,0,2707,395,0,233,368,274
2020-12-07,05:00,59245,59300,59200,179,1122,6968,43172,1163,0,3116,-2509,871,5163,86,-1658,2900,-615,-1205,6636,2,26,151,-2,2940,4030,0,2695,420,1,229,367,274
2020-12-07,05:15,60881,60250,60400,178,1219,7079,43512,1194,0,3224,-2114,869,5720,87,,,,,,1,26,151,-1,2943,4137,0,2762,460,2,228,366,274
2020-12-07,05:30,61441,61200,61600,179,1329,7039,43663,1198,0,3448,-2111,870,5826,88,-1658,2900,-615,-1205,6615,2,26,151,-1,2942,4098,0,2776,670,2,229,366,274
2020-12-07,05:45,62255,62300,62600,179,1325,7263,43753,1224,0,3556,-1721,870,5806,88,,,,,,2,26,151,-1,2944,4320,0,2754,800,2,228,367,274
2020-12-07,06:00,63431,63400,63600,177,1328,7339,43709,1278,0,3902,-1724,869,6553,88,817,2682,-1346,16,5518,0,26,151,-5,2942,4402,0,2794,1106,2,228,366,274
2020-12-07,06:15,65888,65300,65450,178,1320,7611,44133,1372,0,4528,-1560,867,7439,88,,,,,,1,26,151,173,2935,4503,0,3073,1437,18,227,365,274
2020-12-07,06:30,67165,67200,67300,179,1354,8053,44171,1374,0,4782,-1161,865,7548,90,817,2682,-1346,16,4966,2,26,151,314,2953,4786,0,3158,1605,19,224,366,274
2020-12-07,06:45,68857,69150,69100,179,1323,8252,44221,1404,0,5610,-45,840,7073,87,,,,,,2,26,151,309,3008,4935,0,3332,2191,87,201,364,274
2020-12-07,07:00,70462,71100,70900,177,1343,8484,44228,1429,0,6149,-45,838,7859,88,1099,2546,995,97,5001,0,26,151,308,3053,5123,0,3506,2351,292,198,365,274
2020-12-07,07:15,71928,72650,72150,178,1227,8490,44338,1432,0,6379,-9,843,9050,86,,,,,,1,26,151,311,3063,5116,0,3957,2196,226,202,366,274
2020-12-07,07:30,73241,74200,73400,179,1345,8570,44373,1432,0,7095,-9,846,9410,87,1099,2546,995,97,4929,2,26,151,313,3058,5199,0,3997,2590,508,204,367,274
2020-12-07,07:45,74155,74800,74300,179,1494,8611,44345,1444,0,7847,-9,843,9401,88,,,,,,2,26,151,314,3052,5245,0,4085,3109,653,202,366,274
2020-12-07,08:00,75156,75400,75200,178,1634,8856,44306,1499,151,8569,-9,843,9129,90,-833,2300,985,1342,5019,1,26,151,316,3063,5477,0,4250,3511,808,202,366,274
2020-12-07,08:15,75484,75700,75450,179,1632,8847,44308,1544,169,9303,0,851,8651,89,,,,,,2,26,151,317,3090,5440,0,4505,3644,1154,212,364,274
2020-12-07,08:30,75679,76000,75700,179,1643,8898,44321,1525,191,9347,0,862,8713,90,-833,2300,985,1342,5027,2,26,151,318,3109,5471,0,4545,3539,1263,220,367,274
2020-12-07,08:45,76130,76150,76050,178,1704,8955,44339,1538,256,9756,0,864,8540,90,,,,,,1,26,151,319,3109,5527,0,4618,3792,1346,222,367,274
2020-12-07,09:00,76433,76300,76400,178,1744,8929,44307,1532,334,10356,0,861,8192,90,-2000,2300,995,943,4179,1,26,151,319,3119,5491,0,4720,4022,1614,220,366,274
2020-12-07,09:15,76788,76450,76600,178,1720,8846,44267,1509,469,12534,0,863,6402,86,,,,,,1,26,151,320,3113,5413,0,5001,4682,2851,221,367,274
2020-12-07,09:30,76686,76600,76800,178,1694,8877,44306,1500,617,12607,0,862,6045,86,-2000,2300,995,943,4179,1,26,151,320,3112,5445,0,5099,4660,2848,221,366,274
2020-12-07,09:45,76785,76500,76850,179,1638,8835,44313,1452,762,12443,0,858,6305,85,,,,,,2,26,151,321,3112,5402,0,5091,4600,2752,218,365,274
2020-12-07,10:00,76901,76400,76900,179,1638,8830,44389,1462,933,12432,0,856,6182,84,-2000,2100,995,586,4054,2,26,151,322,3098,5410,0,5175,4611,2646,216,365,274
2020-12-07,10:15,76820,76500,76850,178,1657,8747,44559,1472,1046,12343,0,861,5957,84,,,,,,1,26,151,322,3018,5407,0,5204,4632,2507,220,366,274
2020-12-07,10:30,76808,76600,76800,177,1681,8754,44665,1474,1191,11994,-1,859,6014,84,-2000,2100,995,586,4068,0,26,151,321,3020,5413,0,5210,4643,2141,220,364,274
2020-12-07,10:45,76544,76450,76800,178,1686,8787,44773,1507,1292,11607,-15,858,5871,85,,,,,,1,26,151,321,3049,5417,0,5248,4607,1752,220,363,274
2020-12-07,11:00,76810,76300,76800,178,1631,8847,44766,1520,1493,11670,-18,857,5866,84,-2000,2100,995,707,3874,1,26,151,320,3119,5408,0,5283,4531,1856,217,365,274
2020-12-07,11:15,77167,76400,77000,178,1616,8842,44783,1566,1740,12094,-29,847,5530,83,,,,,,1,26,151,320,3114,5408,0,5197,4632,2265,218,354,274
2020-12-07,11:30,77135,76500,77200,179,1633,8830,44799,1544,1922,12339,-40,841,5088,83,-2000,2100,995,707,3825,2,26,151,319,3107,5404,0,5277,4787,2275,213,353,274
2020-12-07,11:45,77461,76900,77600,179,1637,8830,44808,1605,1978,12267,-48,838,5367,83,,,,,,2,26,151,320,3107,5403,0,5240,4746,2281,212,351,274
2020-12-07,12:00,78106,77300,78000,178,1628,8834,44777,1600,2069,12217,-53,838,6018,83,-2000,2100,995,895,4249,1,26,151,318,3111,5405,0,5234,4707,2276,212,351,274
2020-12-07,12:15,77913,76900,77650,178,1652,8827,44786,1649,2093,12272,-52,841,5667,83,,,,,,1,26,151,319,3101,5407,0,5174,4721,2377,214,352,274
2020-12-07,12:30,78027,76500,77300,178,1648,8823,44803,1614,2173,12177,-55,845,5821,83,-2000,2100,995,895,4249,1,26,151,319,3085,5419,0,5173,4629,2375,217,353,274
2020-12-07,12:45,78731,77150,78000,179,1719,8840,44790,1670,2194,12547,-52,839,6005,83,,,,,,2,26,151,317,3094,5429,0,5062,4596,2889,213,351,274
2020-12-07,13:00,77861,77800,78700,177,1626,8817,44767,1669,2104,12036,-51,849,5867,83,-2000,2100,995,885,3631,0,26,151,317,3094,5406,0,5025,4483,2528,222,352,274
2020-12-07,13:15,77333,76650,77500,178,1720,8820,44788,1731,2236,12022,-56,847,5047,84,,,,,,1,26,151,316,3087,5417,0,4798,4543,2681,216,356,274
2020-12-07,13:30,76670,75500,76300,177,1682,8810,44801,1752,2182,11218,-53,849,5252,84,-2000,2100,995,885,3631,0,26,151,317,3090,5403,0,4759,4032,2427,217,357,274
2020-12-07,13:45,76068,75200,76000,177,1751,8826,44713,1772,1839,10648,-1,846,5497,86,,,,,,0,26,151,318,3086,5422,0,4666,3779,2203,217,354,274
2020-12-07,14:00,75969,74900,75700,179,1717,8853,44713,1838,1846,10046,0,845,5932,86,-2000,2100,995,957,3745,2,26,151,316,3089,5448,0,4606,3702,1738,216,354,274
2020-12-07,14:15,75706,74550,75300,178,1734,8846,44724,1859,1596,9813,0,856,6100,87,,,,,,1,26,151,317,3082,5447,0,4623,3650,1540,221,360,274
2020-12-07,14:30,74589,74200,74900,178,1620,8835,44737,1886,1387,9667,0,855,5424,86,-2000,2100,995,957,3745,1,26,151,316,3079,5440,0,4562,3682,1423,220,360,274
2020-12-07,14:45,74293,73350,74050,178,1639,8798,44696,1869,1301,9489,0,859,5464,87,,,,,,1,26,151,316,3037,5445,0,4541,3588,1360,222,362,274
2020-12-07,15:00,73673,72500,73200,179,1546,8740,44687,1911,1100,9048,-1,860,5603,86,-2000,2100,995,569,3134,2,26,151,317,3000,5423,0,4571,3500,977,221,364,274
2020-12-07,15:15,73553,72300,72950,179,1708,8798,44685,1897,896,9283,0,863,5244,88,,,,,,2,26,151,314,3035,5449,0,4509,3741,1033,222,366,274
2020-12-07,15:30,72984,72100,72700,178,1689,8794,44688,1899,674,9431,0,867,4764,88,-2000,2100,995,569,3119,1,26,151,316,3034,5444,0,4633,3765,1033,226,366,274
2020-12-07,15:45,72910,71950,72550,178,1555,8755,44685,1936,522,9685,-1,871,4724,86,,,,,,1,26,151,316,3038,5401,0,4655,4055,975,229,367,274
2020-12-07,16:00,72663,71800,72400,179,1540,8735,44678,1969,432,9664,0,867,4599,86,-2000,2100,880,304,3209,2,26,151,316,3025,5394,0,4678,4055,931,228,364,274
2020-12-07,16:15,72576,71750,72300,179,1539,8823,44697,2046,335,9646,0,866,4445,86,,,,,,2,26,151,316,3027,5480,0,4693,3895,1058,227,364,274
2020-12-07,16:30,72569,71700,72200,178,1628,8766,44713,2068,246,9931,-1,857,4183,87,-2000,2100,880,419,3204,1,26,151,317,3033,5416,0,4737,4097,1097,217,365,274
2020-12-07,16:45,72822,72350,72850,178,1620,8790,44728,2138,210,10861,0,858,3439,86,,,,,,1,26,151,317,3037,5436,0,4760,3964,2137,219,364,274
2020-12-07,17:00,73690,73000,73500,178,1645,8822,44698,2252,175,11344,0,861,3715,85,-2000,2100,995,919,1367,1,26,151,315,3036,5471,0,4745,4292,2307,220,366,274
2020-12-07,17:15,75128,73950,74450,178,1678,8781,44787,2372,152,13041,-1,857,3283,83,,,,,,1,26,151,315,3043,5423,0,5051,5080,2910,216,366,274
2020-12-07,17:30,75939,74900,75400,178,1683,8798,44803,2441,146,13520,0,858,3512,83,-2000,2100,995,919,1367,1,26,151,316,3041,5441,0,5113,5388,3019,217,366,274
2020-12-07,17:45,76439,75500,75950,179,1674,8861,44782,2528,0,14247,0,868,3300,82,,,,,,2,26,151,315,3035,5511,0,5282,5891,3074,225,368,274
2020-12-07,18:00,76905,76100,76500,178,1673,8907,44825,2621,0,14363,-1,873,3466,82,-2000,2100,995,1343,2252,1,26,151,316,3041,5550,0,5506,5874,2983,231,367,274
2020-12-07,18:15,77408,76700,77100,178,1731,8824,44796,2708,0,13726,0,873,4572,83,,,,,,1,26,151,317,3048,5459,0,5715,5483,2528,231,367,274
2020-12-07,18:30,77892,77300,77700,178,1770,8829,44807,2845,0,14356,0,862,4245,83,-2000,2100,995,1343,2252,1,26,151,317,3051,5461,0,5819,5707,2830,219,368,274
2020-12-07,18:45,78737,78100,78500,179,1767,8881,44921,2890,0,14728,0,858,4513,82,,,,,,2,26,151,316,3055,5510,0,5868,5960,2900,217,366,274
2020-12-07,19:00,79158,78900,79300,178,1764,8947,45052,2938,0,14902,-1,863,4515,82,-2000,2100,995,777,2223,1,26,151,317,3082,5548,0,5817,6017,3068,222,366,274
2020-12-07,19:15,78612,78150,78550,178,1765,8914,45014,2992,0,14812,-1,862,4076,82,,,,,,1,26,151,316,3100,5498,0,5794,5559,3459,219,368,274
2020-12-07,19:30,77631,77400,77800,178,1764,8859,45003,3054,0,14218,0,848,3707,82,-2000,2100,995,812,2223,1,26,151,316,3104,5439,0,5783,5405,3030,219,354,274
2020-12-07,19:45,76411,76250,76650,178,1767,8958,45035,3094,0,12715,0,848,3816,84,,,,,,1,26,151,316,3110,5532,0,5712,5128,1875,219,354,274
2020-12-07,20:00,75345,75100,75500,179,1769,8875,45035,3168,0,11865,0,857,3597,85,-1657,2100,995,921,1534,2,26,151,317,3110,5448,0,5659,4675,1531,222,360,274
2020-12-07,20:15,73773,74000,74350,177,1771,8661,45044,3210,0,11053,0,860,2997,85,,,,,,0,26,151,316,3055,5290,0,5366,4450,1237,221,364,274
2020-12-07,20:30,72184,72900,73200,179,1766,8618,45014,3248,0,9466,0,859,3034,87,-1657,2100,995,921,1534,2,26,151,318,3057,5243,0,5237,3842,387,219,365,274
2020-12-07,20:45,71330,71750,72050,178,1642,8671,45025,3253,0,8431,-1,857,3274,87,,,,,,1,26,151,317,3048,5306,0,5071,3109,251,216,366,274
2020-12-07,21:00,70137,70600,70900,177,1495,8367,44915,3279,0,8099,-1,857,2949,84,-962,2100,-46,-177,2802,0,26,151,318,3048,5001,0,4997,2882,220,217,365,274
2020-12-07,21:15,69353,69500,69800,178,1287,7949,44847,3292,0,7288,0,856,3656,80,,,,,,1,26,151,-1,3049,4901,0,4440,2762,86,216,365,274
2020-12-07,21:30,68251,68400,68700,177,1193,7968,44803,3324,0,6611,-731,862,4044,80,-962,2100,-46,-137,2802,0,26,151,0,3008,4960,0,4301,2254,56,220,367,274
2020-12-07,21:45,67251,67650,67950,178,1211,7901,44823,3348,0,5870,-881,865,3936,81,,,,,,1,26,151,-1,3012,4890,0,4108,1708,54,222,368,274
2020-12-07,22:00,66656,66900,67200,178,1176,7686,44805,3303,0,5665,-936,858,3921,80,-405,2100,995,-123,2664,1,26,151,0,3012,4674,0,4079,1541,45,216,367,274
2020-12-07,22:15,66644,67250,67500,178,1251,7699,44810,3221,0,5191,-934,865,4363,82,,,,,,1,26,151,-2,3009,4692,0,3925,1264,2,219,371,274
2020-12-07,22:30,67143,67600,67800,178,1372,7774,44739,3215,0,5187,-733,864,4547,84,-405,2100,995,-123,2664,1,26,151,0,3011,4763,0,3787,1398,2,221,368,274
2020-12-07,22:45,69304,68900,69100,179,1566,7992,44837,3185,0,6175,-733,865,5238,86,,,,,,2,26,151,-2,3019,4975,0,3834,2265,76,222,368,274
2020-12-07,23:00,68843,70200,70400,178,1548,7762,44731,3205,0,5599,-745,863,5702,86,1575,2500,554,-1256,4325,1,26,151,-1,3022,4741,0,3740,1805,54,222,366,274
2020-12-07,23:15,68711,69900,70100,178,1463,7551,44783,3251,0,5154,-873,859,6345,84,,,,,,1,26,151,-2,3025,4528,0,3593,1523,38,221,363,274
2020-12-07,23:30,68437,69600,69800,177,1387,7490,44702,3201,0,4930,-1040,860,6730,83,1575,2500,554,-1256,4325,0,26,151,-1,3022,4469,0,3536,1365,29,224,361,274
2020-12-07,23:45,68662,69250,69350,177,1402,7383,44722,3198,0,4790,-1288,857,7421,83,,,,,,0,26,151,0,3026,4357,0,3427,1352,11,222,360,274
2020-12-08,00:00,67637,68900,67800,178,1449,7352,44588,3171,0,4759,-1463,859,6744,84,-123,2600,39,42,3077,1,26,151,0,3023,4329,0,3391,1357,11,224,360,274
2020-12-08,00:15,67484,67950,67000,175,1554,7633,44700,3199,0,5386,-1413,855,5395,86,,,,,,2,22,151,-2,3008,4627,0,3303,2062,21,223,357,274
2020-12-08,00:30,66075,67000,66200,174,1447,7551,44528,3241,0,4860,-1895,860,5309,86,-123,2600,39,42,3085,1,22,151,0,3009,4542,0,3228,1615,17,228,357,274
2020-12-08,00:45,64999,66000,65200,174,1328,6775,44464,3245,0,4650,-1919,860,5422,80,,,,,,1,22,151,-1,3007,3769,0,3206,1444,0,227,358,274
2020-12-08,01:00,64008,65000,64200,173,1294,6840,44467,3217,0,4558,-2246,857,4848,80,-801,2700,100,34,2995,0,22,151,-2,2997,3845,0,3127,1431,0,227,355,274
2020-12-08,01:15,65024,65550,64800,175,1379,7190,44776,3253,0,4814,-2286,855,4868,83,,,,,,2,22,151,-1,2968,4223,0,2973,1841,0,226,354,274
2020-12-08,01:30,64554,66100,65400,174,1259,7128,44622,3227,0,4543,-2294,855,5040,81,-801,2700,100,34,2995,1,22,151,-1,2969,4160,0,2961,1582,0,227,353,274
2020-12-08,01:45,64734,65900,65250,174,1219,7722,44709,3177,0,4117,-2290,856,5050,85,,,,,,1,22,151,0,2967,4755,0,2963,1154,0,226,355,274
2020-12-08,02:00,63950,65700,65100,175,1115,7669,44559,3174,0,4040,-2287,852,4653,83,-1402,2867,1108,-194,2612,2,22,151,0,2967,4702,0,2951,1089,0,221,356,274
2020-12-08,02:15,64464,64950,64350,173,1312,7823,44830,3132,0,3998,-2540,848,4888,87,,,,,,0,22,151,-1,2967,4857,0,2834,1164,0,218,355,274
2020-12-08,02:30,63453,64200,63600,174,1211,7551,44668,3121,0,3848,-2646,846,4680,85,-1402,2867,1108,-194,2581,1,22,151,0,2966,4585,0,2825,1023,0,214,357,274
2020-12-08,02:45,62524,63400,62650,175,1072,7267,44593,3129,0,3754,-2856,850,4540,81,,,,,,2,22,151,-1,2967,4301,0,2797,957,0,218,357,274
2020-12-08,03:00,61582,62600,61700,175,968,7273,44500,3021,0,3758,-2851,850,3888,80,-1524,2775,968,-535,1520,2,22,151,-1,2968,4306,0,2781,977,0,216,359,274
2020-12-08,03:15,61592,62150,61350,175,1099,7136,44851,3039,0,3810,-2853,847,3488,81,,,,,,2,22,151,-1,2969,4168,0,2746,1064,0,215,357,274
2020-12-08,03:30,60818,61700,61000,173,1031,6806,44742,2956,0,3691,-2849,846,3422,78,-1524,2775,968,-535,1470,0,22,151,-1,2965,3842,0,2719,972,0,216,355,274
2020-12-08,03:45,60403,61200,60600,175,1027,6837,44770,2956,0,3658,-2847,836,2991,78,,,,,,2,22,151,-1,2966,3872,0,2718,940,0,218,343,274
2020-12-08,04:00,60085,60700,60200,175,1028,6929,44517,2860,0,3670,-2850,842,2914,79,-1231,2775,409,-505,1353,2,22,151,0,2962,3967,0,2710,960,0,217,350,274
2020-12-08,04:15,60239,60700,60100,174,1047,6966,44473,2926,0,3790,-2838,846,2855,80,,,,,,1,22,151,-1,2963,4004,0,2860,930,0,217,354,274
2020-12-08,04:30,59824,60700,60000,174,1030,6889,44539,2899,0,3828,-2832,853,2444,79,-1231,2775,409,-505,1201,1,22,151,-2,2964,3927,0,2878,950,0,216,362,274
2020-12-08,04:45,60152,61150,60400,174,1037,7007,44563,2846,0,3850,-2836,856,2655,80,,,,,,1,22,151,0,2961,4046,0,2922,928,0,219,362,274
2020-12-08,05:00,60499,61600,60800,174,1019,7016,44410,2787,0,3859,-2833,846,3221,80,-707,2775,210,-279,3019,1,22,151,0,2962,4054,0,2944,915,0,217,354,274
2020-12-08,05:15,62261,62600,61800,173,959,7124,44242,2728,0,3996,-2828,835,5032,79,,,,,,0,22,151,0,2964,4160,0,3074,922,0,217,343,274
2020-12-08,05:30,62657,63600,62800,175,957,7245,44492,2739,0,4053,-2823,833,4986,80,-707,2775,210,-279,2852,2,22,151,-1,2964,4282,0,3123,930,0,215,343,274
2020-12-08,05:45,63506,64500,63950,173,942,7395,44602,2734,0,4333,-2603,832,5098,79,,,,,,0,22,151,-1,2964,4432,0,3268,1065,0,214,343,274
2020-12-08,06:00,64632,65400,65100,174,932,7375,44527,2712,0,4290,-2293,838,6077,79,994,2775,1129,216,2779,1,22,151,-2,2947,4430,0,3278,1012,0,220,343,274
2020-12-08,06:15,67257,67200,66850,175,833,7568,44936,2707,0,4681,-2128,835,7650,77,,,,,,2,22,151,-1,2958,4611,0,3606,1075,0,217,343,274
2020-12-08,06:30,68520,69000,68600,175,760,8093,45008,2650,0,4796,-1488,835,7691,78,994,2775,1129,216,2188,2,22,151,-1,2957,5137,0,3663,1110,23,217,343,274
2020-12-08,06:45,69750,70550,70000,175,878,8352,45195,2612,0,5353,-805,835,7155,80,,,,,,2,22,151,-1,3064,5289,0,3740,1565,48,217,343,274
2020-12-08,07:00,71179,72100,71400,173,962,8371,44964,2548,0,5556,-165,832,7938,80,648,2867,995,806,2893,0,22,151,95,3113,5163,0,3787,1713,56,213,344,274
2020-12-08,07:15,72927,73500,72900,174,1030,8612,45047,2528,0,6072,-36,828,8672,82,,,,,,1,22,151,287,3141,5184,0,4115,1914,43,210,343,274
2020-12-08,07:30,74291,74900,74400,173,1104,8817,45234,2519,0,7479,-35,831,8169,82,648,2867,995,806,2067,0,22,151,310,3138,5369,0,4416,2967,96,214,342,274
2020-12-08,07:45,75161,75650,75150,175,1107,8769,45078,2481,0,8776,-35,832,7978,80,,,,,,2,22,151,294,3164,5311,0,4704,3202,870,215,342,274
2020-12-08,08:00,75929,76400,75900,174,1156,8738,45081,2376,153,9394,-36,834,8059,80,-82,2867,1160,1088,3533,1,22,151,295,3162,5281,0,4839,3569,986,215,344,274
2020-12-08,08:15,76236,76600,76150,175,1101,8812,44965,2311,163,9521,0,832,8356,80,,,,,,2,22,151,317,3168,5327,0,5166,3636,719,212,345,274
2020-12-08,08:30,76425,76800,76400,175,1116,8911,45002,2276,179,9674,0,830,8262,80,-82,2867,1160,1088,3575,2,22,151,317,3165,5429,0,5238,3676,760,211,344,274
2020-12-08,08:45,76983,77000,76700,175,1119,9038,45053,2282,193,10048,0,831,8244,80,,,,,,2,22,151,320,3165,5553,0,5344,3918,786,212,344,274
2020-12-08,09:00,76974,77200,77000,174,1124,8950,44937,2303,216,10548,0,836,7886,80,-1950,2867,1160,1092,4275,1,22,151,320,3163,5467,0,5372,3929,1247,217,344,274
2020-12-08,09:15,77190,77300,77150,174,1118,8929,45180,2242,324,11007,0,834,7382,79,,,,,,1,22,151,321,3159,5449,0,5423,3800,1784,216,343,274
2020-12-08,09:30,77303,77400,77300,174,1108,9004,45183,2157,447,11056,0,834,7340,79,-1950,2867,1160,1092,4388,1,22,151,322,3161,5521,0,5456,3808,1792,219,340,274
2020-12-08,09:45,77191,77300,77050,175,1077,8994,45179,2015,582,11021,0,836,7312,78,,,,,,2,22,151,322,3161,5511,0,5424,3809,1788,220,341,274
2020-12-08,10:00,76872,77200,76800,175,1029,8950,45278,1991,715,11024,-1,838,6873,77,-2000,2867,1160,1144,3342,2,22,151,322,3162,5466,0,5438,3806,1780,222,341,274
2020-12-08,10:15,76933,77200,76750,169,1038,8919,45298,1922,889,11785,0,834,6079,76,,,,,,-4,22,151,324,3157,5438,0,5413,3946,2426,217,342,274
2020-12-08,10:30,76724,77200,76700,169,993,8980,45256,1864,1108,11525,0,839,5990,76,-2000,2867,1160,1144,3340,-4,22,151,323,3157,5500,0,5423,3877,2225,223,341,274
2020-12-08,10:45,76663,77250,76650,166,1004,8932,45285,1884,1293,11281,0,835,5983,76,,,,,,-7,22,151,324,3154,5454,0,5341,4486,1454,220,340,274
2020-12-08,11:00,76648,77300,76600,425,959,8954,45288,1903,1513,10908,0,833,5865,78,-1200,2682,1160,1243,3625,252,22,151,325,3159,5470,0,5386,4546,976,219,339,274
2020-12-08,11:15,76708,77450,76650,462,938,8829,45286,1878,1632,9962,0,830,6891,79,,,,,,289,22,151,324,3155,5350,0,5172,3916,874,215,340,274
2020-12-08,11:30,76638,77600,76700,490,940,8769,45252,1944,1724,9834,-11,835,6861,79,-1200,2682,1160,1243,3638,317,22,151,323,3146,5300,0,5121,3811,902,220,340,274
2020-12-08,11:45,76915,78150,77000,588,935,8704,45152,1919,2006,9863,-4,835,6917,79,,,,,,415,22,151,323,3151,5230,0,5170,3833,860,220,340,274
2020-12-08,12:00,76900,78700,77300,471,1011,8747,45167,1895,2122,10164,-10,837,6496,79,-1012,2682,1160,1166,3297,298,22,151,324,3153,5270,0,5211,4030,923,221,341,274
2020-12-08,12:15,77197,78450,76950,175,1090,8833,45160,1919,2147,10218,-13,837,6831,77,,,,,,2,22,151,325,3140,5368,0,5101,3748,1369,220,342,274
2020-12-08,12:30,76831,78200,76600,175,1111,8752,45197,1901,2229,9597,-19,835,7053,77,-1012,2682,1160,1166,3296,2,22,151,324,3139,5289,0,5099,3178,1320,219,341,274
2020-12-08,12:45,77466,78750,77200,175,1164,8753,45195,1870,2255,10405,-33,836,6846,77,,,,,,2,22,151,324,3137,5292,0,5078,3704,1623,219,342,274
2020-12-08,13:00,76526,79300,77800,174,1105,8724,45199,1900,2327,9332,-32,838,6959,77,-1368,2682,1160,1266,3057,1,22,151,324,3138,5262,0,5059,3041,1232,219,344,274
2020-12-08,13:15,75936,78000,76400,173,1145,8768,45195,1873,2361,9190,-36,841,6426,78,,,,,,0,22,151,322,3085,5361,0,5009,2698,1483,222,344,274
2020-12-08,13:30,74961,76700,75000,174,1068,8643,45206,1904,2295,8626,-36,834,6247,77,-1368,2682,1160,1266,3041,1,22,151,322,3085,5236,0,4991,2634,1001,216,343,274
2020-12-08,13:45,74421,76300,74600,175,1080,8639,45224,1855,2266,8234,-38,835,6151,78,,,,,,2,22,151,322,3083,5234,0,4944,2538,752,217,343,274
2020-12-08,14:00,74128,75900,74200,173,1069,8659,45181,1893,2219,8356,-41,835,5784,78,-1901,2682,1047,1266,1160,0,22,151,323,3083,5253,0,5038,2574,744,216,344,274
2020-12-08,14:15,73794,75350,73600,174,1115,8727,45221,1897,2129,9332,-41,834,4406,78,,,,,,1,22,151,321,3072,5334,0,4879,3309,1144,216,343,274
2020-12-08,14:30,73042,74800,73000,174,1112,8690,45216,1960,2006,9270,-41,837,3818,78,-1901,2682,1047,1266,873,1,22,151,323,3072,5295,0,4855,3285,1130,220,342,274
2020-12-08,14:45,72464,74300,72600,174,1084,8621,45238,1945,1777,9506,-42,836,3325,77,,,,,,1,22,151,322,3072,5227,0,4853,3735,918,219,342,274
