Date,Time,Consumption,Prediction Day -1,Prediction Day,Fuel Oil,Coal,Gas,Nuclear,Wind,Solar,Hydraulic,Pump,Bioenergy,Physical exchange,CO2 rate,Exchange England,Exchange Spain,Exchange Italy,Exchange Switzerland,Exchange Germany-Belgium,Fuel – Gas turbine,Fuel – Cogeneration,Fuel – Other,Gas – Gas turbine,Gas – Cogeneration,Gas – CCGT,Gas – Other,Hydraulic – Ecluse,Hydaulic – Lakes,Hydraulic – Transfer Pump,Bioenergy – Waste,Bioenergy – Biomass,Bioenergy – Biogaz
2020-12-19,15:00,55164,55900,55200,175,508,3726,45241,6946,829,6067,-101,845,-9072,41,-1704,-3110,-3263,-3607,1982,0,24,151,-1,2447,1280,0,5074,621,372,231,340,274
2020-12-19,15:15,54981,55550,54950,175,521,3748,45463,6767,775,6150,-65,847,-9400,42,,,,,,0,24,151,-2,2449,1301,0,5054,680,416,232,341,274
2020-12-19,15:30,54747,55200,54700,175,510,3744,45594,6748,632,6075,-65,840,-9506,41,-1704,-3110,-3263,-3572,1855,0,24,151,-1,2448,1297,0,4947,753,375,226,340,274
2020-12-19,15:45,54131,55050,54300,175,502,3731,45608,6651,493,6213,-250,841,-9833,41,,,,,,0,24,151,-1,2447,1285,0,5106,749,358,228,339,274
2020-12-19,16:00,53960,54900,53900,175,508,3751,45793,6454,389,6335,-439,846,-9852,42,-1850,-3075,-3353,-3622,1656,0,24,151,-1,2449,1303,0,5212,756,367,231,341,274
2020-12-19,16:15,53977,54900,53900,175,483,3770,46064,6304,324,7105,-438,847,-10657,41,,,,,,0,24,151,-2,2452,1320,0,5293,1322,490,232,341,274
2020-12-19,16:30,54076,54900,53900,173,480,3796,46150,6267,260,7166,-438,847,-10625,41,-1850,-3075,-3353,-3586,1581,-2,24,151,-1,2453,1344,0,5302,1366,498,232,341,274
2020-12-19,16:45,54392,55550,54550,175,508,3855,46193,6183,213,7214,-439,846,-10356,42,,,,,,0,24,151,-1,2449,1407,0,5349,1215,650,232,340,274
2020-12-19,17:00,55172,56200,55200,173,540,3882,46103,5980,171,7571,-438,844,-9654,42,-1802,-3186,-3277,-3606,4023,-2,24,151,-1,2470,1413,0,5447,1343,781,228,342,274
2020-12-19,17:15,56116,57350,56250,175,481,3899,46139,6070,162,7023,-424,856,-8265,42,,,,,,0,24,151,-1,2473,1427,0,5456,1040,527,231,351,274
2020-12-19,17:30,57369,58500,57300,173,505,3867,46287,6141,153,7520,-424,859,-7712,42,-1802,-3186,-3277,-3606,4023,-2,24,151,-1,2475,1393,0,5505,1387,628,233,352,274
2020-12-19,17:45,57928,59150,58040,173,501,3945,46307,6178,0,8429,0,855,-8460,41,,,,,,-2,24,151,-1,2476,1470,0,5571,1881,977,230,351,274
2020-12-19,18:00,58590,59800,58780,173,502,3944,46326,6327,0,8437,0,860,-7979,41,-2000,-3384,-3206,-3606,5146,-2,24,151,-1,2473,1472,0,5609,1929,899,233,353,274
2020-12-19,18:15,58722,60300,59295,173,507,3938,46433,6455,0,8237,0,861,-7882,41,,,,,,-2,24,151,-1,2483,1456,0,5620,1711,906,234,353,274
2020-12-19,18:30,59436,60800,59810,173,506,3934,46434,6482,0,8247,0,847,-7187,41,-2000,-3384,-3206,-3606,5157,-2,24,151,-2,2476,1460,0,5613,1729,905,234,339,274
2020-12-19,18:45,59943,61300,60475,173,507,3936,46468,6524,0,8724,0,853,-7242,41,,,,,,-2,24,151,-1,2478,1459,0,5639,2174,911,233,346,274
2020-12-19,19:00,60846,61800,61140,173,512,3944,46469,6552,0,9162,0,860,-6826,41,-2000,-3374,-3181,-3359,4223,-2,24,151,-2,2478,1468,0,5638,2587,937,234,352,274
2020-12-19,19:15,60459,61400,60870,173,555,3934,46546,6460,0,9713,0,863,-7785,41,,,,,,-2,24,151,-1,2489,1446,0,5458,3084,1171,234,355,274
2020-12-19,19:30,60424,61000,60600,173,551,3938,46564,6429,0,9663,0,861,-7755,41,-2000,-3374,-3181,-3359,4319,-2,24,151,-2,2484,1456,0,5414,3084,1165,234,353,274
2020-12-19,19:45,59834,60200,59885,173,537,3937,46563,6297,0,9089,0,862,-7624,41,,,,,,-2,24,151,-2,2485,1454,0,5343,2825,921,234,354,274
2020-12-19,20:00,59348,59400,59170,173,571,3906,46778,6305,0,9450,0,860,-8695,41,-1803,-3626,-3187,-3332,2236,-2,24,151,-1,2486,1421,0,5366,3302,782,232,354,274
2020-12-19,20:15,58744,58650,58290,173,581,3929,46865,6244,0,9699,0,862,-9609,41,,,,,,-2,24,151,-1,2484,1446,0,5328,3469,902,234,354,274
2020-12-19,20:30,57718,57900,57410,173,583,3934,46976,6233,0,8738,0,861,-9780,42,-1803,-3626,-3187,-3332,2266,-2,24,151,-1,2483,1452,0,5287,2539,912,234,353,274
2020-12-19,20:45,57087,57150,56595,173,583,3917,47120,6235,0,8068,0,862,-9871,42,,,,,,-2,24,151,-1,2480,1438,0,5320,2161,587,235,353,274
2020-12-19,21:00,56425,56400,55780,173,578,3864,47117,6159,0,7819,0,862,-10147,42,-1905,-3653,-3312,-3617,2154,-2,24,151,-1,2487,1378,0,5333,2046,440,234,354,274
2020-12-19,21:15,56076,55650,55145,173,545,3843,47102,6048,0,7312,0,863,-9810,42,,,,,,-2,24,151,-2,2487,1358,0,5193,1653,466,235,354,274
2020-12-19,21:30,55103,54900,54510,173,508,3911,46951,5908,0,7002,-235,864,-9979,42,-1905,-3653,-3312,-3617,2162,-2,24,151,-1,2488,1424,0,5097,1351,554,236,354,274
2020-12-19,21:45,54466,54350,54020,172,562,3382,47022,5697,0,6826,-239,859,-9815,40,,,,,,-3,24,151,-1,2489,894,0,5089,1144,593,231,354,274
2020-12-19,22:00,54119,53800,53530,172,527,3234,46994,5515,0,6637,-235,862,-9587,39,-1601,-3400,-3188,-3178,2907,-3,24,151,-1,2491,744,0,5063,1113,461,235,353,274
2020-12-19,22:15,54183,54400,54125,173,512,3246,47005,5327,0,6377,-234,860,-9083,39,,,,,,-2,24,151,-1,2490,757,0,4899,1027,451,233,353,274
2020-12-19,22:30,55159,55000,54720,172,498,3304,46980,5409,0,6545,-260,861,-8350,39,-1601,-3400,-3188,-3178,3256,-3,24,151,-1,2482,823,0,4824,1131,590,233,354,274
2020-12-19,22:45,57063,56050,55725,173,503,3804,47064,5460,0,7357,-201,863,-7960,41,,,,,,-2,24,151,-1,2487,1318,0,4846,1727,784,235,354,274
2020-12-19,23:00,56769,57100,56730,172,479,3848,47147,5377,0,7085,-206,862,-7995,41,-398,-3381,-2998,-3374,3571,-3,24,151,-2,2489,1361,0,4838,1628,619,234,354,274
2020-12-19,23:15,56758,57200,56875,173,466,3762,47113,5349,0,6148,-239,860,-6874,41,,,,,,-2,24,151,-1,2490,1273,0,4687,1229,232,233,353,274
2020-12-19,23:30,56562,57300,57020,172,476,3834,47120,5240,0,6314,-640,863,-6817,42,-398,-3381,-2998,-3374,3641,-3,24,151,-1,2487,1348,0,4696,1309,309,236,353,274
2020-12-19,23:45,57220,56850,56450,172,433,3833,46948,5128,0,6349,-638,862,-5867,42,,,,,,-3,24,151,-1,2486,1348,0,4645,1353,351,235,353,274
2020-12-20,00:00,56332,56400,56500,173,388,3877,46741,4996,0,6256,-637,862,-6324,42,334,-3422,-2909,-3587,3209,-2,24,151,-2,2468,1411,0,4581,1333,342,235,353,274
2020-12-20,00:15,55918,55400,55650,173,382,3651,46716,4897,0,6264,-681,863,-6347,40,,,,,,-2,24,151,-1,2462,1190,0,4447,1174,643,235,354,274
2020-12-20,00:30,54637,54400,54800,173,357,3571,46613,4902,0,5405,-854,865,-6395,40,334,-3422,-2909,-3587,3219,-2,24,151,-2,2464,1109,0,4401,819,185,237,354,274
2020-12-20,00:45,52923,53300,53650,173,322,3305,46083,4810,0,5108,-1109,863,-6632,39,,,,,,-2,24,151,-2,2463,844,0,4318,633,157,235,354,274
2020-12-20,01:00,52381,52200,52500,172,328,3124,46210,4732,0,5149,-1698,864,-6500,38,414,-2969,-2909,-3547,3531,-2,24,150,-1,2463,662,0,4356,634,159,236,354,274
2020-12-20,01:15,52272,52500,52450,173,361,2856,46263,4604,0,5060,-1839,865,-6071,37,,,,,,-2,24,151,-1,2461,396,0,4217,661,182,237,354,274
2020-12-20,01:30,51952,52800,52400,172,361,2743,46214,4567,0,4862,-2162,863,-5668,36,414,-2969,-2909,-3547,3606,-3,24,151,0,2465,278,0,4172,509,181,235,354,274
2020-12-20,01:45,51671,52500,52400,172,359,2772,46280,4442,0,4593,-2166,861,-5642,37,,,,,,-3,24,151,-2,2468,306,0,4132,461,0,234,353,274
2020-12-20,02:00,51395,52200,52400,172,361,2827,46320,4340,0,4605,-2155,865,-5940,37,204,-2860,-2909,-3610,3465,-3,24,151,0,2466,361,0,4143,462,0,237,354,274
2020-12-20,02:15,51730,51350,51500,173,381,2832,46095,4319,0,4665,-2164,863,-5434,38,,,,,,-2,24,151,-1,2471,362,0,4181,484,0,235,354,274
2020-12-20,02:30,50401,50500,50600,173,358,2769,45848,4296,0,4691,-2681,864,-5917,37,204,-2860,-2909,-3610,3474,-2,24,151,-2,2470,301,0,4198,493,0,236,354,274
2020-12-20,02:45,49548,49700,49800,173,316,2799,45158,4392,0,4689,-2730,864,-6113,37,,,,,,-2,24,151,-1,2466,334,0,4225,464,0,237,353,274
2020-12-20,03:00,48857,48900,49000,173,315,2840,44986,4353,0,4672,-2728,865,-6619,38,56,-2900,-2909,-3616,1847,-2,24,151,-1,2472,369,0,4224,448,0,238,353,274
2020-12-20,03:15,48385,48450,48500,172,399,2945,45635,4264,0,4561,-2962,863,-7492,40,,,,,,-2,24,150,-2,2471,476,0,4184,377,0,237,352,274
2020-12-20,03:30,47854,48000,48000,174,364,2972,45249,4155,0,4520,-3117,862,-7325,40,56,-2900,-2909,-3616,1847,-1,24,151,-1,2469,504,0,4139,381,0,235,353,274
2020-12-20,03:45,47211,47500,47550,173,347,2958,45016,4183,0,4527,-3117,845,-7721,39,,,,,,-2,24,151,-2,2471,489,0,4126,401,0,235,336,274
2020-12-20,04:00,46909,47000,47100,173,327,3019,45138,4033,0,4466,-3114,848,-7981,39,753,-2900,-2909,-3616,-108,-2,24,151,-2,2471,550,0,4131,335,0,234,340,274
2020-12-20,04:15,46740,46800,46850,173,366,2947,45373,4016,0,4485,-3102,856,-8374,40,,,,,,-2,24,151,-1,2472,476,0,4146,339,0,234,348,274
2020-12-20,04:30,46445,46600,46600,174,362,3018,45242,4056,0,4533,-3103,866,-8703,40,753,-2900,-2909,-3616,-108,-1,24,151,-1,2470,549,0,4121,412,0,237,355,274
2020-12-20,04:45,46071,46400,46400,173,360,2992,45158,3997,0,4561,-3332,863,-8701,40,,,,,,-2,24,151,-1,2467,526,0,4114,447,0,236,353,274
2020-12-20,05:00,46135,46200,46200,173,360,2994,45162,3944,0,4617,-3335,863,-8643,40,967,-2900,-2995,-3561,239,-2,24,151,0,2472,522,0,4135,482,0,236,353,274
2020-12-20,05:15,47028,46700,46700,173,363,2917,45355,4030,0,4617,-3095,862,-8194,39,,,,,,-2,24,151,-2,2472,447,0,4137,480,0,236,352,274
2020-12-20,05:30,47044,47200,47200,173,364,2860,45460,4027,0,4658,-3083,862,-8277,39,967,-2900,-2995,-3561,239,-2,24,151,-1,2469,392,0,4158,500,0,236,352,274
2020-12-20,05:45,47075,47400,47350,175,360,2902,45326,4006,0,4732,-3086,860,-8200,39,,,,,,0,24,151,-2,2472,432,0,4210,522,0,234,352,274
2020-12-20,06:00,47335,47600,47500,173,357,2862,45150,4025,0,4647,-3091,856,-7644,39,-242,-2900,-2995,-3616,3156,-2,24,151,-1,2466,397,0,4160,487,0,230,352,274
2020-12-20,06:15,48270,48000,47950,173,339,2812,45175,4053,0,4709,-3238,859,-6612,38,,,,,,-2,24,151,-2,2430,384,0,4244,465,0,233,352,274
2020-12-20,06:30,48261,48400,48400,172,356,2798,45235,4028,0,4812,-3245,858,-6753,38,-242,-2900,-2995,-3616,3156,-2,24,150,-1,2427,372,0,4251,561,0,232,352,274
2020-12-20,06:45,48605,48800,48850,173,361,2861,45265,4032,0,4821,-3245,859,-6522,39,,,,,,-2,24,151,-1,2424,438,0,4208,613,0,233,352,274
2020-12-20,07:00,49059,49200,49300,172,387,2918,45658,4003,0,4878,-3236,861,-6582,39,-75,-2275,-3263,-3581,1560,-2,24,150,0,2446,472,0,4213,665,0,234,353,274
2020-12-20,07:15,49112,49550,49550,173,369,2955,45666,4083,0,4922,-1979,859,-7936,38,,,,,,-2,24,151,-2,2443,514,0,4336,585,1,233,352,274
2020-12-20,07:30,49650,49900,49800,172,362,2967,45946,4139,0,4964,-1973,858,-7785,38,-75,-2275,-3263,-3581,1184,-2,24,150,0,2438,529,0,4395,568,1,232,352,274
2020-12-20,07:45,49981,50500,50500,173,399,3053,46143,4156,0,5065,-1972,861,-7897,39,,,,,,-2,24,151,0,2435,618,0,4393,671,1,234,353,274
2020-12-20,08:00,51010,51100,51200,172,398,3035,46163,4158,159,5305,-1553,858,-7685,38,-52,-1897,-3263,-3616,1090,-2,24,150,-2,2436,601,0,4414,890,1,233,351,274
2020-12-20,08:15,51172,51450,51450,173,440,3066,45758,4212,156,5565,-1339,853,-7712,39,,,,,,-2,24,151,-1,2437,630,0,4444,1120,1,232,347,274
2020-12-20,08:30,51664,51800,51700,173,497,3178,46150,4131,156,5697,-1335,856,-7839,41,-52,-1897,-3263,-3616,838,-2,24,151,-1,2444,735,0,4495,1200,2,231,351,274
2020-12-20,08:45,51915,52350,52250,172,533,3113,46036,4050,172,5781,-693,859,-8108,40,,,,,,-2,24,150,-1,2438,676,0,4576,1168,37,233,352,274
2020-12-20,09:00,52822,52900,52800,173,555,3220,46123,4021,201,6108,-691,858,-7746,41,-1146,-1641,-3195,-3564,1214,-2,24,151,-1,2440,781,0,4642,1367,99,232,352,274
2020-12-20,09:15,53244,53600,53450,173,526,3474,46261,4010,260,6188,-43,858,-8463,42,,,,,,-2,24,151,-2,2439,1037,0,4693,1363,132,232,352,274
2020-12-20,09:30,54120,54300,54100,173,533,3611,46416,3954,372,6236,-48,862,-7989,42,-1146,-1641,-3195,-3564,1121,-2,24,151,-1,2443,1169,0,4740,1348,148,236,352,274
2020-12-20,09:45,54720,54950,54750,173,571,3969,46504,3934,484,6648,-48,857,-8372,45,,,,,,-2,24,151,-2,2438,1533,0,4821,1316,511,231,352,274
2020-12-20,10:00,55409,55600,55400,173,573,4283,46529,3979,648,6808,-47,860,-8397,46,-1605,-1596,-3622,-3458,1525,-2,24,151,-1,2437,1847,0,4868,1366,574,234,352,274
2020-12-20,10:15,55940,56050,55850,173,555,5169,46554,3892,812,6832,-48,845,-8844,51,,,,,,-2,24,151,0,2441,2728,0,4923,1356,553,234,337,274
2020-12-20,10:30,56174,56500,56300,173,543,5359,46617,3782,1080,6746,-47,843,-8922,52,-1605,-1596,-3622,-3458,1468,-2,24,151,-2,2444,2917,0,4906,1318,522,232,337,274
2020-12-20,10:45,56270,56750,56450,173,552,5480,46576,3662,1284,6595,-69,845,-8828,53,,,,,,-2,24,151,-1,2443,3038,0,4893,1126,576,235,336,274
2020-12-20,11:00,56600,57000,56600,173,532,5510,46484,3579,1554,6566,-85,845,-8558,53,-1605,-734,-3622,-3605,1778,-2,24,151,-2,2437,3075,0,4950,1150,466,235,336,274
2020-12-20,11:15,57073,57350,57100,173,519,5532,46470,3534,1795,6726,-100,840,-8416,52,,,,,,-2,24,151,-1,2431,3102,0,4944,1376,406,230,336,274
2020-12-20,11:30,57280,57700,57600,173,528,5542,46542,3534,1939,6906,-103,840,-8621,52,-1605,-734,-3622,-3605,1666,-2,24,151,-2,2425,3119,0,4993,1468,445,230,336,274
2020-12-20,11:45,57792,58700,58500,173,503,5512,46587,3616,2156,7098,-100,843,-8596,51,,,,,,-2,24,151,-1,2434,3079,0,5026,1581,491,233,336,274
2020-12-20,12:00,58462,59700,59400,173,516,5523,46714,3542,2132,7293,-102,844,-8173,52,-1803,1682,-3537,-3404,219,-2,24,151,-1,2430,3094,0,5016,1742,535,234,336,274
2020-12-20,12:15,59343,59600,59200,173,505,5424,46754,3563,2237,7492,-97,842,-7550,51,,,,,,-2,24,151,-2,2425,3001,0,4960,1937,595,232,336,274
2020-12-20,12:30,59366,59500,59000,173,495,5322,46808,3605,2264,7418,-96,843,-7466,50,-1803,1682,-3537,-3404,477,-2,24,151,-2,2423,2901,0,4954,1919,545,233,336,274
2020-12-20,12:45,60168,60500,59650,173,512,5426,46908,3608,2373,7523,-100,842,-7097,50,,,,,,-2,24,151,-1,2425,3002,0,4983,1921,619,232,336,274
2020-12-20,13:00,59007,61500,60300,173,448,5273,46869,3627,2384,7915,-96,841,-8427,48,-1901,100,-3381,-3416,-1208,-2,24,151,-1,2426,2848,0,4930,2460,525,231,336,274
2020-12-20,13:15,57906,59650,58450,173,505,5421,46905,3740,2299,8408,-43,843,-10345,49,,,,,,-2,24,151,-1,2418,3004,0,4958,2689,761,233,336,274
2020-12-20,13:30,56665,57800,56600,173,488,5363,46897,3741,2267,7304,-43,842,-10367,50,-1901,100,-3381,-3414,-1209,-2,24,151,-1,2414,2950,0,4970,1830,504,232,336,274
2020-12-20,13:45,55609,57050,55800,173,486,5277,46774,3839,2249,6552,-50,843,-10534,50,,,,,,-2,24,151,-2,2412,2867,0,4893,1266,393,233,336,274
2020-12-20,14:00,54992,56300,55000,173,450,5223,46708,3784,2161,6416,-50,847,-10720,49,-1901,-949,-3543,-3616,-1974,-2,24,151,-1,2417,2807,0,4907,1251,258,235,338,274
2020-12-20,14:15,54556,55650,54250,173,501,5284,46861,3745,2090,7122,-50,846,-12016,50,,,,,,-2,24,151,-1,2418,2867,0,4911,1619,592,234,338,274
2020-12-20,14:30,53603,55000,53500,173,497,5204,47031,3721,1906,7102,-467,844,-12408,50,-1901,-949,-3543,-3616,-2044,-2,24,151,-2,2415,2791,0,4976,1533,593,233,337,274
2020-12-20,14:45,52786,54350,53050,173,453,5096,46791,3704,1778,6828,-467,847,-12417,49,,,,,,-2,24,151,-2,2412,2686,0,4982,1320,526,236,337,274
2020-12-20,15:00,52558,53700,52600,173,410,5163,46882,3641,1585,6346,-467,842,-12017,49,-2000,-34,-3541,-3616,-2615,-2,24,151,-1,2412,2752,0,4932,1217,197,231,337,274
2020-12-20,15:15,52266,53350,52200,173,371,5027,47016,3642,1506,6130,-467,847,-11979,48,,,,,,-2,24,151,-1,2414,2614,0,4895,1038,197,235,338,274
2020-12-20,15:30,51847,53000,51800,173,364,5100,47125,3561,1199,6214,-1115,846,-11620,49,-2000,-34,-3541,-3616,-2616,-2,24,151,-1,2418,2683,0,4945,1053,216,235,337,274
2020-12-20,15:45,51557,52950,51600,173,403,5247,47232,3464,1012,6191,-1109,845,-11901,50,,,,,,-2,24,151,-2,2413,2836,0,4903,1021,267,234,337,274
2020-12-20,16:00,51598,52900,51400,173,372,5263,47064,3414,804,6205,-1112,844,-11429,50,-1943,-202,-3541,-3616,-2476,-2,24,151,-1,2420,2844,0,4980,990,235,233,337,274
2020-12-20,16:15,51715,53150,51450,173,402,5276,47152,3386,589,6382,-1113,841,-11373,51,,,,,,-2,24,151,-1,2420,2857,0,5062,1030,290,230,337,274
2020-12-20,16:30,51567,53400,51500,173,403,5301,47162,3491,425,6577,-1111,844,-11698,51,-1943,-202,-3541,-3616,-2480,-2,24,151,-1,2414,2888,0,5100,1185,292,233,337,274
2020-12-20,16:45,52351,54050,52450,173,416,5435,47342,3589,315,6833,-687,841,-11906,51,,,,,,-2,24,151,-2,2420,3017,0,5119,1390,324,230,337,274
2020-12-20,17:00,53256,54700,53400,173,422,5474,47422,3700,193,6862,-686,844,-11148,52,-2000,1541,-3341,-3616,-2384,-2,24,151,-1,2437,3038,0,5125,1414,323,233,337,274
2020-12-20,17:15,54730,56100,54600,173,379,5400,47254,3789,170,6934,-35,846,-10180,50,,,,,,-2,24,151,-1,2446,2955,0,5105,1258,571,235,337,274
2020-12-20,17:30,55788,57500,55800,172,364,5420,47339,3931,155,7698,-35,843,-10099,49,-2000,1541,-3341,-3616,-2485,-3,24,151,-1,2452,2969,0,5145,1418,1135,232,337,274
2020-12-20,17:45,56806,58400,56800,172,354,5469,47509,4115,0,8497,-35,843,-10118,48,,,,,,-3,24,151,-1,2448,3022,0,5194,1991,1312,232,337,274
2020-12-20,18:00,57773,59300,57800,173,350,5450,47421,4273,0,8749,-35,847,-9455,48,-2000,-252,-3491,-3476,937,-2,24,151,-1,2445,3006,0,5143,1969,1637,235,338,274
2020-12-20,18:15,58184,59950,58635,173,326,5420,47369,4415,0,8161,-35,845,-8490,48,,,,,,-2,24,151,-2,2452,2970,0,5144,1610,1407,233,338,274
2020-12-20,18:30,58641,60600,59470,177,329,5423,47637,4659,0,8294,-35,842,-8685,48,-2000,-252,-3491,-3476,1357,2,24,151,-1,2453,2971,0,5135,1758,1401,229,339,274
2020-12-20,18:45,59298,61350,60395,177,317,5404,47657,4839,0,8305,-35,843,-8209,47,,,,,,2,24,151,-1,2450,2955,0,5278,2004,1023,231,338,274
2020-12-20,19:00,60233,62100,61320,177,347,5457,47743,4930,0,8854,-35,845,-8085,47,-2000,-1011,-3595,-3229,1555,2,24,151,-2,2452,3007,0,5467,2071,1316,233,338,274
2020-12-20,19:15,59991,61700,61030,177,351,5494,47926,4995,0,9019,-35,848,-8784,47,,,,,,2,24,151,-2,2461,3035,0,5482,2115,1422,232,342,274
2020-12-20,19:30,60261,61300,60740,175,342,5443,48007,5043,0,8788,-35,851,-8353,47,-2000,-1011,-3595,-3229,1878,1,24,150,-2,2458,2987,0,5398,2065,1325,231,346,274
2020-12-20,19:45,60018,60650,60065,177,321,5420,48008,5022,0,8425,-35,855,-8175,47,,,,,,2,24,151,-2,2459,2963,0,5348,2009,1068,231,350,274
2020-12-20,20:00,59670,60000,59390,177,308,5414,48188,5050,0,8786,-35,857,-9075,46,-2000,-3464,-3111,-3574,2402,2,24,151,-1,2464,2951,0,5352,2192,1242,230,353,274
2020-12-20,20:15,59147,59200,58700,176,359,5487,48226,5030,0,9293,-35,860,-10249,47,,,,,,1,24,151,-2,2458,3031,0,5306,2314,1673,232,354,274
2020-12-20,20:30,58227,58400,58010,175,352,5449,48184,5152,0,8194,-36,858,-10101,47,-2000,-3464,-3111,-3574,2686,0,24,151,-1,2461,2989,0,5137,1682,1375,231,353,274
2020-12-20,20:45,57808,57800,57415,175,323,5259,47994,5239,0,7820,-35,858,-9825,46,,,,,,1,24,150,-1,2459,2801,0,5154,1704,962,230,354,274
2020-12-20,21:00,57248,57200,56820,176,303,5242,47930,5281,0,7502,-36,858,-10008,46,-1902,-3688,-3080,-3616,1815,1,24,151,-2,2459,2785,0,5145,1647,710,231,353,274
2020-12-20,21:15,56823,56600,56240,177,304,5206,48087,5344,0,7177,-35,858,-10295,46,,,,,,2,24,151,-1,2470,2737,0,5074,1294,809,231,353,274
2020-12-20,21:30,55938,56000,55660,177,304,5169,48050,5303,0,6728,-35,859,-10617,46,-1902,-3688,-3080,-3616,2121,2,24,151,-2,2472,2699,0,5059,1136,533,232,353,274
2020-12-20,21:45,55510,55350,55010,175,305,4998,47889,5340,0,6248,-35,859,-10269,46,,,,,,0,24,151,-2,2470,2530,0,5003,1091,154,232,353,274
2020-12-20,22:00,55144,54700,54360,175,304,4841,47877,5373,0,6108,-35,855,-10354,45,-1704,-3494,-2627,-3512,2239,0,24,151,-2,2466,2377,0,4998,1037,73,228,353,274
2020-12-20,22:15,55130,55300,54950,176,271,4813,47918,5180,0,6009,-206,859,-9890,44,,,,,,1,24,151,-1,2465,2349,0,4907,950,152,232,353,274
2020-12-20,22:30,56291,55900,55540,177,-1,4980,47990,5115,0,6106,-206,861,-8731,41,-1704,-3494,-2627,-3512,2832,2,24,151,-1,2465,2516,0,4907,1029,170,233,354,274
2020-12-20,22:45,58119,56750,56485,175,-1,5163,48009,5089,0,6905,-207,857,-7871,42,,,,,,0,24,151,-1,2464,2700,0,4816,1412,677,230,353,274
2020-12-20,23:00,57559,57600,57430,176,-4,4988,47932,5128,0,6674,-221,860,-7974,41,-1504,-3108,-2514,-3469,3723,1,24,151,-2,2465,2525,0,4782,1325,567,232,354,274
2020-12-20,23:15,57435,57650,57485,177,-2,4964,48148,5184,0,6379,-237,858,-8036,41,,,,,,2,24,151,-1,2470,2495,0,4664,1303,412,231,353,274
2020-12-20,23:30,57403,57700,57540,176,-1,4896,47819,5281,0,5896,-451,861,-7074,41,-1504,-3108,-2514,-3469,4133,1,24,151,-1,2467,2430,0,4563,1086,247,232,355,274
2020-12-20,23:45,57443,57300,57105,177,-1,4929,47849,5276,0,5831,-634,859,-6843,42,,,,,,2,24,151,-1,2473,2457,0,4564,988,279,232,353,274
2020-12-21,00:00,56834,56900,57000,176,-2,4861,47443,5399,0,5609,-636,861,-6877,42,-1408,-2865,-2205,-3622,3693,1,24,151,-1,2459,2403,0,4524,910,175,233,354,274
2020-12-21,00:15,56601,55900,56150,177,-2,3729,47699,5452,0,5890,-652,857,-6549,34,,,,,,2,24,151,-2,2439,1292,0,4495,1026,369,229,354,274
2020-12-21,00:30,55162,54900,55300,175,-2,3206,47449,5515,0,5356,-653,855,-6739,31,-1408,-2865,-2205,-3622,3740,0,24,151,-1,2440,767,0,4419,775,162,231,350,274
2020-12-21,00:45,53823,54250,54550,175,-2,2935,46758,5500,0,5224,-701,861,-6927,30,,,,,,0,24,151,-1,2433,503,0,4387,717,120,232,355,274
2020-12-21,01:00,53606,53600,53800,176,-2,2938,46587,5598,0,5074,-844,862,-6783,30,-1407,-2443,-2057,-3643,2805,1,24,151,-2,2444,496,0,4370,676,28,234,354,274
2020-12-21,01:15,53555,53850,53750,176,-1,2946,46925,5574,0,5089,-875,864,-7143,30,,,,,,1,24,151,-1,2435,512,0,4299,724,66,236,354,274
2020-12-21,01:30,53204,54100,53700,173,-2,2934,46561,5676,0,4919,-874,861,-7044,30,-1407,-2443,-2057,-3643,2875,-2,24,151,-1,2433,502,0,4210,709,0,234,353,274
2020-12-21,01:45,53045,54150,53650,173,-2,2905,46497,5757,0,4832,-828,862,-7151,30,,,,,,-2,24,151,-1,2408,498,0,4145,687,0,235,353,274
2020-12-21,02:00,52511,54200,53600,173,-2,2910,46429,5830,0,4795,-1513,859,-6970,30,-1408,-1960,-2249,-3646,2508,-2,24,151,-2,2415,497,0,4137,658,0,232,353,274
2020-12-21,02:15,52856,53650,52800,173,-2,2919,46817,5821,0,4778,-1670,858,-6838,30,,,,,,-2,24,151,-2,2423,498,0,4039,739,0,232,352,274
2020-12-21,02:30,51871,53100,52000,173,-2,2929,46159,6015,0,4784,-2066,860,-6981,31,-1408,-1960,-2249,-3646,2508,-2,24,151,-2,2423,508,0,4052,732,0,232,354,274
2020-12-21,02:45,51008,52200,51300,175,-2,2942,46269,6143,0,4753,-2790,861,-7343,31,,,,,,0,24,151,-1,2426,517,0,4057,696,0,234,353,274
2020-12-21,03:00,50456,51300,50600,174,-3,2927,45960,6229,0,5335,-3165,860,-7861,31,-1408,-2317,-2278,-3646,166,-1,24,151,-2,2428,501,0,4056,1279,0,233,353,274
2020-12-21,03:15,50343,50850,50150,177,-1,2956,46557,6322,0,5998,-3151,861,-9376,31,,,,,,2,24,151,-1,2426,531,0,4271,1727,0,233,354,274
2020-12-21,03:30,49565,50400,49700,177,-3,2950,46465,6227,0,5155,-3153,861,-9114,31,-1408,-2317,-2278,-3646,27,2,24,151,-1,2425,526,0,4271,884,0,233,354,274
2020-12-21,03:45,49155,49850,49350,176,-2,2922,46391,6305,0,5027,-3149,860,-9375,31,,,,,,1,24,151,-1,2420,503,0,4252,775,0,233,353,274
